"Prod_Desc","Sub_Name","Cat_Name","ID_Proj","Proj_Name","BOM_Quant","Proj_City","Proj_State","Proj_Date"
"VÁLVULA DE CONTROLE DUAS VIAS COM ATUADOR PROPORCIONAL, Ø=4""",Sem Categoria,Outros,10846,COTAÇÃO BB 12 2023,4.0,Brasilia,DF,"2023-12-21"
"DAMPER 33,5 kW",Sem Categoria,Outros,10846,COTAÇÃO BB 12 2023,1.0,Brasilia,DF,"2023-12-21"
DAMPER MOUNT. 50 kW,Sem Categoria,Outros,10846,COTAÇÃO BB 12 2023,1.0,Brasilia,DF,"2023-12-21"
 DAMPER 67 kW,Sem Categoria,Outros,10846,COTAÇÃO BB 12 2023,1.0,Brasilia,DF,"2023-12-21"
adsdsadsa,Sem Categoria,Outros,10847,asd,12.0,adsadsdsa,RJ,"2023-12-24"
"Porcelanato 61,1 x 61,1 cm",Pisos Cerâmicos,Pisos e Revestimentos,10847,asd,1.0,adsadsdsa,RJ,"2023-12-24"
"Bucha de Redução, DN50x40mm, de PVC Rígido Branco Série Normal para Esgoto e Água Pluvial, conforme NBR 5688",Tubos e conexões para Gases Medicinais,Gases Medicinais,10847,asd,1.0,adsadsdsa,RJ,"2023-12-24"
"FIXADOR DE ABA SIMPLES PARA TELHA DE FIBROCIMENTO, TIPO CANALETA 90 OU KALHETAO",Sem Categoria,Outros,10848,SOLICITÇÃO DE COTAÇÃO TELHA,1.0,Canaã do Carajás,PA,"2023-12-27"
"GANCHO CHATO EM FERRO GALVANIZADO, L = 110 MM, RECOBRIMENTO = 100MM, SECAO 1/8 X 1/2"" (3 MM X 12 MM), PARA FIXAR TELHA DE FIBROCIMENTO ONDULADA",Canos e Conexões Hidráulicas,Materiais Hidráulicos,10848,SOLICITÇÃO DE COTAÇÃO TELHA,1.0,Canaã do Carajás,PA,"2023-12-27"
"TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, DE 1,00 X 6,00 M (SEM AMIANTO)",Sem Categoria,Outros,10848,SOLICITÇÃO DE COTAÇÃO TELHA,1.0,Canaã do Carajás,PA,"2023-12-27"
Arruela específica; em aço inoxidável; para eletrocalha; Dispam;Tp:DISPAN DP-619 1/4,"Calhas, Rufos e Algerosas",Construção Civil,10849,Coleta de preços 4235129,50.0,Belo Horizonte,MG,"2023-12-27"
"Malha de arame galvanizado losangular - 1,6mm - Nº 16 BWG - malha 60M/M Com acabamento em PVC (5,890mm x 12,600mm)",Sem Categoria,Outros,10850,Cotação Malha de Arame Galvanizado,2.0,Cariacica,ES,"2023-12-27"
"Malha de arame galvanizado losangular - 1,6mm - Nº 16 BWG - malha 60M/M Com acabamento em PVC (5,890mm x 18,21mm)",Sem Categoria,Outros,10850,Cotação Malha de Arame Galvanizado,2.0,Cariacica,ES,"2023-12-27"
"Malha de arame galvanizado losangular - 1,6mm - Nº 16 BWG - malha 60M/M Com acabamento em PVC (12,600mm x 18,21mm)",Sem Categoria,Outros,10850,Cotação Malha de Arame Galvanizado,1.0,Cariacica,ES,"2023-12-27"
"CHAPA ACO GROSSA A36 - 1/4"" (6,35MM)","Barras, Tubos e Chapas Metalon",Construção Civil,10851,ORÇAMENTO DE CHAPAS,450.0,Vitória,ES,"2023-12-27"
"CANTONEIRA ABAS IGUAIS DE FERRO ASTM A-36 - 3/8"" X 6"" X 6""",Perfis e chapas em aço carbono,Ferragens,10851,ORÇAMENTO DE CHAPAS,77.0,Vitória,ES,"2023-12-27"
Poste de Concreto Cônico (Iluminação Pública) – CR 150 a 200 dAN. Comprimento: 10 metros;,Poste de Concreto,Infraestrutura,10852,Poste de Concreto Cônico,4.0,São Jerônimo da Serra,PR,"2023-12-27"
Eletrocalha de 25cm X 25cm,"Calhas, Rufos e Algerosas",Construção Civil,10853,Eletrocalhas e curvas,100.0,Recife,PB,"2023-12-27"
Curva 45°,Sem Categoria,Outros,10853,Eletrocalhas e curvas,3.0,Recife,PB,"2023-12-27"
Curva 90°,Sem Categoria,Outros,10853,Eletrocalhas e curvas,2.0,Recife,PB,"2023-12-27"
Placa de aço galvanizado adesivada 1 x 1 m,Sem Categoria,Outros,10854,Placa de aço galvanizado adesivada,4.0,Caxias do Sul,RS,"2023-12-27"
"PLACA DE SINALIZACAO DE SEGURANCA CONTRA INCENDIO, FOTOLUMINESCENTE, QUADRADA, 200 X 105 MM, EM PVC 2 MM ANTI-CHAMAS (SIMBOLOS, CORES E PICTOGRAMAS CONFORME NBR 13434)",Combate a Incêndio,Proteção Contra Incêndio,10855,Placa de Sinalização e Lacre,1.0,Esteio,RS,"2023-12-27"
LACRE ADESIVO PARA HIDRANTE DESTRUTÍVEL - DIMENSÕES: 70 X 150MM - COM DATA DA VISTORIA E DA PRÓXIMA,Massa Corrida e Niveladora,Tintas e Acessórios,10855,Placa de Sinalização e Lacre,1.0,Esteio,RS,"2023-12-27"
Tomadas elétricas modelo 2P+T padrão NBR,"Tomadas, interruptores e plugues",Materiais Elétricos,10856,Solicitação de Orçamento - Elétrico,48.0,Aparecida de Goiânia,GO,"2023-12-27"
"Fio 2,5mm2 - três cores",Sem Categoria,Outros,10856,Solicitação de Orçamento - Elétrico,1800.0,Aparecida de Goiânia,GO,"2023-12-27"
"Calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa) com tampa aparafusada ou de pressão, acabamento a fogo, material pré-zincado a quente. 100 X 200 X 3000 MM","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,450.0,Aparecida de Goiânia,GO,"2023-12-27"
"Curva para calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa)","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,30.0,Aparecida de Goiânia,GO,"2023-12-27"
"Tê para calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa)","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,30.0,Aparecida de Goiânia,GO,"2023-12-27"
"Cruzetas para calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa)","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,30.0,Aparecida de Goiânia,GO,"2023-12-27"
"Curva de inversão para calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa)","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,30.0,Aparecida de Goiânia,GO,"2023-12-27"
"Cantoneiras ZZ suportes para calha perfurada em chapa galvanizada a fogo, bitola 20 (espessura mínima da chapa)","Calhas, Rufos e Algerosas",Construção Civil,10856,Solicitação de Orçamento - Elétrico,30.0,Aparecida de Goiânia,GO,"2023-12-27"
"Tubo em PVC rígido - 1"", antichama, em conformidade com a NBR6150 (EB744), classe A ou B,  fornecidos em varas de 3m",Canos e Conexões Hidráulicas,Materiais Hidráulicos,10856,Solicitação de Orçamento - Elétrico,350.0,Aparecida de Goiânia,GO,"2023-12-27"
"Canaleta em Alumínio, L=73mm, H=45mm",Sem Categoria,Outros,10856,Solicitação de Orçamento - Elétrico,500.0,Aparecida de Goiânia,GO,"2023-12-27"
Cal Hidratada 20 kg,"Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,10857,Sacas de Cal,10.0,Manaus,AM,"2023-12-27"
"CRUZETA, MADEIRA, DIMENSÕES: 90 X 115 X 2400MM",Sem Categoria,Outros,10858,Cruzeta de Madeira,1.0,São Paulo,SP,"2023-12-27"
PNEU GOODYEAR ASSURANCE 185/70R14  88T,Sem Categoria,Outros,10860,Pneu do Cleiton,1.0,Porto Alegre,RS,"2023-12-27"
"Mourão Curvado 0,12 x 0,12 x 3,90 m",Sem Categoria,Outros,10861,Mourão de concreto,1.0,Manaus,AM,"2023-12-27"
"Mourão Curvado 0,12 x 0,12 x 2,35 m",Sem Categoria,Outros,10861,Mourão de concreto,1.0,Manaus,AM,"2023-12-27"
"Mourão Reto 0,12 x 0,12 x 1,90 m",Sem Categoria,Outros,10861,Mourão de concreto,1.0,Manaus,AM,"2023-12-27"
"Mourão Reto 0,12 x 0,12 x 3,40 m",Sem Categoria,Outros,10861,Mourão de concreto,1.0,Manaus,AM,"2023-12-27"
Meio Fio de Concreto,Artefatos de Concreto,Infraestrutura,10862,Meio Fio de Concreto,40.0,Vacaria,RS,"2023-12-27"
Bloco Vedação Concreto 9 x 19 x 39 cm (Classe C - NBR 6136),Blocos de Concreto,Infraestrutura,10863,Bloco de Vedação,1.0,São Luís,MA,"2023-12-27"
"porta maciça de lâmina de madeira natural de 0,80 x 2,10 m",Portas e esquadrias,"Portas, Janelas e Portões",10864,Porta Maciça,1.0,Recife,PE,"2023-12-27"
Guia de Concreto Padrão Pmsp,Aduela de Concreto,Infraestrutura,10865,Guia de Concreto,150.0,Tupã,SP,"2023-12-27"
Serra tico-tico a bateria,Sem Categoria,Outros,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Serra circular a bateria,Sem Categoria,Outros,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Refletor 12 Volts a bateria,Sem Categoria,Outros,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Painel elétrico com transformador 12 volts,Formas,Infraestrutura,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Detector Multigas,Sem Categoria,Outros,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Equipamento Bump Test,Sem Categoria,Outros,10866,Ferramentas e Equipamentos,1.0,Barcarena,PA,"2023-12-28"
Argila,Sem Categoria,Outros,10867,Argila,95.76,Vitória,ES,"2023-12-28"
PLACA CHAPA 24 GALVANIZADA COM ADESIVO IMPRESSO – MEDIDA 80 CM X 60 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,14.0,Cabo Frio,RJ,"2023-12-28"
PLACA CHAPA 24 GALVANIZADA COM ADESIVO IMPRESSO – MEDIDA 100 CM X 150 CM ,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,12.0,Cabo Frio,RJ,"2023-12-28"
PLACA CHAPA 24 GALVANIZADA COM ADESIVO IMPRESSO – MEDIDA 30 CM X 15 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,36.0,Cabo Frio,RJ,"2023-12-28"
PLACA CHAPA 24 GALVANIZADA COM ADESIVO IMPRESSO – MEDIDA 110 CM X 20 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,24.0,Cabo Frio,RJ,"2023-12-28"
PLACA CHAPA 24 GALVANIZADA COM ADESIVO IMPRESSO – MEDIDA 110 CM X 20 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,24.0,Cabo Frio,RJ,"2023-12-28"
ESTRUTURA EM METALON COM CHAPA 24 E ADESIVO – MEDIDA 300 CM X 150 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,5.0,Cabo Frio,RJ,"2023-12-28"
ESTRUTURA EM METALON COM CHAPA 24 E ADESIVO 150 CM X 120 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,2.0,Cabo Frio,RJ,"2023-12-28"
ESTRUTURA EM METALON COM CHAPA 24 E ADESIVO – MEDIDA 90 CM X 180 CM,Sem Categoria,Outros,10868,Solicitação de Orçamento - Placas,2.0,Cabo Frio,RJ,"2023-12-28"
Tubo de Concreto 800 x 1000,Aduela de Concreto,Infraestrutura,10869,Tubo de concreto,24.0,Rio de Janeiro,RJ,"2023-12-28"
"Aduela De Concreto Pré Moldada 3,00 X 3,00",Aduela de Concreto,Infraestrutura,10870,Aduelas de Concreto,90.0,Reserva,PR,"2023-12-28"
"Aduela De Concreto Pré Moldada 2,50 X 2,50",Aduela de Concreto,Infraestrutura,10870,Aduelas de Concreto,90.0,Reserva,PR,"2023-12-28"
"Aduela De Concreto Pré Moldada 2,00 X 2,00",Aduela de Concreto,Infraestrutura,10870,Aduelas de Concreto,90.0,Reserva,PR,"2023-12-28"
"Aduela De Concreto Pré Moldada 1,50 X 1,50",Aduela de Concreto,Infraestrutura,10870,Aduelas de Concreto,90.0,Reserva,PR,"2023-12-28"
"PERFIL ""U"" ENRIJECIDO 200 X 75 X 25 X 3,00MM (8,85KG/M)",Perfis e chapas em aço carbono,Ferragens,10871,"Orçamento PERFIL ""U""",400.0,Vitória,ES,"2023-12-28"
Tubo PEAD DN 400,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Tubo PEAD DN 500,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Tubo PEAD DN 600,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Tubo PEAD DN 800,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Tubo PEAD DN 1000,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Tubo PEAD DN 1200,Sem Categoria,Outros,10872,Tubos PEAD,500.0,Atibaia,SP,"2023-12-28"
Emulsão Asfáltica RR2C - tambor 200 L,Manta e Produtos Asfálticos,Pavimentação,10873,Emulsão Asfáltica,2.0,Campinas,SP,"2023-12-28"
Poste Duplo T 12/2000 daN,Poste de Concreto,Infraestrutura,10874,Postes Duplo T,1.0,Nova Aurora,GO,"2023-12-28"
Poste Duplo T 12/1500 daN,Poste de Concreto,Infraestrutura,10874,Postes Duplo T,2.0,Nova Aurora,GO,"2023-12-28"
Poste Duplo T 12/1000 daN,Poste de Concreto,Infraestrutura,10874,Postes Duplo T,4.0,Nova Aurora,GO,"2023-12-28"
Poste Duplo T 12/300 daN,Poste de Concreto,Infraestrutura,10874,Postes Duplo T,8.0,Nova Aurora,GO,"2023-12-28"
Poste Duplo T 11/600 daN,Poste de Concreto,Infraestrutura,10874,Postes Duplo T,1.0,Nova Aurora,GO,"2023-12-28"
Tubo de concreto 600 mm,Aduela de Concreto,Infraestrutura,10875,Tubos de Concreto,4.0,Porto Alegre,RS,"2023-12-28"
"Tubo de concreto para drenagem de água pluvial Ø0,40m",Aduela de Concreto,Infraestrutura,10876,Tubos de Concreto,90.0,Araras,SP,"2023-12-28"
"Tubo de concreto para drenagem de água pluvial Ø0,60m",Aduela de Concreto,Infraestrutura,10876,Tubos de Concreto,162.0,Araras,SP,"2023-12-28"
"Tubo de concreto para drenagem de água pluvial Ø0,80m",Aduela de Concreto,Infraestrutura,10876,Tubos de Concreto,624.0,Araras,SP,"2023-12-28"
"Tubo de concreto para drenagem de água pluvial Ø1,00m",Aduela de Concreto,Infraestrutura,10876,Tubos de Concreto,120.0,Araras,SP,"2023-12-28"
Poste de Luz de 14 Metros Concreto Circular 600 daN,Aduela de Concreto,Infraestrutura,10877,Postes de concreto,2.0,Guarujá,SP,"2023-12-28"
Elevador Residencial,Acessibilidade,Arquitetura,10878,Projeto Teste 29 de Dez 2023,1.0,Porto Alegre,RS,"2023-12-29"
Elevador Residencial,Acessibilidade,Arquitetura,10878,Projeto Teste 29 de Dez 2023,1.0,Porto Alegre,RS,"2023-12-29"
"Porcelanato 61,1 x 61,1 cm",Pisos Cerâmicos,Pisos e Revestimentos,10878,Projeto Teste 29 de Dez 2023,1.0,Porto Alegre,RS,"2023-12-29"
Pastilhas de Vidro Pigmentado,Misturadores para Bidê,Materiais Hidráulicos,10878,Projeto Teste 29 de Dez 2023,1.0,Porto Alegre,RS,"2023-12-29"
Analisador da Qualidade da Energia Elétrica,Medidores de Energia,Automação,10878,Projeto Teste 29 de Dez 2023,1.0,Porto Alegre,RS,"2023-12-29"
Elevador Residencial,Transporte Vertical,Equipamentos ,10880,Elevador Residencial teste de Composição,1.0,,,"2023-12-29"
"BLOCO DE CONCRETO INTERTRAVADO MODELO SEXTAVADO, COR CONCRETO, H=8cm RESISTÊNCIA 8 >=3,5 Mpa",Aduela de Concreto,Infraestrutura,10881,Bloco de Concreto Intertravado,1.0,Brasília,DF,"2023-12-29"
"Malha hexagonal de dupla torção, tipo 8x10, Terramesh System ou similar","Tela, cerca e gabião em aço",Ferragens,10882,Malha e Geogrelha,1.0,Mara Rosa,GO,"2023-12-29"
"Geogrelha tecida produzida com filamentos de poliéster de super alta tenacidade revestidos com PVC para reforço do solo, MacGrid - WG 200 ou similar",Sem Categoria,Outros,10882,Malha e Geogrelha,1.0,Mara Rosa,GO,"2023-12-29"
"Poste de Concreto Duplo T 0200x9,00 ""A""",Aduela de Concreto,Infraestrutura,10883,Postes de concreto,200.0,Uruguaiana,RS,"2023-12-29"
"Poste Tronco Con. 0200x9,00 T-140 MM ""A""",Sem Categoria,Outros,10883,Postes de concreto,330.0,Uruguaiana,RS,"2023-12-29"
Tapetes isolantes de Baixa Tensão 1 kv 1 x 1 m,Sem Categoria,Outros,10884,Tapetes Isolantes,1.0,Mestre Antonio Caucaia,CE,"2023-12-29"
Tubo de Concreto de 800 mm,Aduela de Concreto,Infraestrutura,10885,Tubo de concreto,24.0,Rio de Janeiro,RJ,"2023-12-29"
Tijolo de 8 furos,Sem Categoria,Outros,10886,Tijolos de 8 Furos,3000.0,Ibirá,SP,"2023-12-29"
CBUQ Faixa III,CBUQ,Infraestrutura,10887,CBUQ,418.0,Pinhais,RS,"2023-12-29"
Poste Concreto Circular 12/400 T 170mm,Aduela de Concreto,Infraestrutura,10888,Postes de Concreto Circular,1.0,Itapeva,SP,"2023-12-29"
Poste Concreto Circular 12/100 T 230mm,Poste de Concreto,Infraestrutura,10888,Postes de Concreto Circular,1.0,Itapeva,SP,"2023-12-29"
Tubos de concreto armado 600mm PA2,Aduela de Concreto,Infraestrutura,10889,Tubos de Concreto Armado,55.0,Agudos,SP,"2023-12-29"
CUMMEIRA ARTICULADA (ABA INFERIOR) PARA TELHA ONDULADA DE FIBROCIMENTO E = 4MM ABA 330MM COMPRIMENTO 500MM (SEM AMIANTO),Sem Categoria,Outros,10890,Cumeeira articulada,150.0,Belo Horizonte,MG,"2023-12-29"
CUMMEIRA ARTICULADA (ABA SUPERIOR) PARA TELHA ONDULADA DE FIBROCIMENTO E = 4MM ABA 330MM COMPRIMENTO 500MM (SEM AMIANTO),Sem Categoria,Outros,10890,Cumeeira articulada,150.0,Belo Horizonte,MG,"2023-12-29"
poste circular de 21 metros de concreto,Aduela de Concreto,Infraestrutura,10891,Poste de Concreto,1.0,São Carlos,SP,"2023-12-29"
"Bloco 19x19x39cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,7.0,Taubaté,SP,"2023-12-29"
"Bloco 19x19x34cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,8.0,Taubaté,SP,"2023-12-29"
"Bloco 19x19x54cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,10.0,Taubaté,SP,"2023-12-29"
"Bloco (1/2) - bloco 19x19x19cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,10.0,Taubaté,SP,"2023-12-29"
"Bloco Canaleta 19x19x39cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,10.0,Taubaté,SP,"2023-12-29"
"Bloco (1/2) - canaleta 19x19x19cm concreto Estrutural 8,0MPa",Aduela de Concreto,Infraestrutura,10892,Bloco de Concreto Estrutural,10.0,Taubaté,SP,"2023-12-29"
"REFLETOR REDONDO EM ALUMINIO ANODIZADO PARA LAMPADA VAPOR DE MERCURIO/SODIO, CORPO EM ALUMINIO COM PINTURA EPOXI, PARA LAMPADA E-27 DE 300 W, COM SUPORTE REDONDO E ALCA REGULAVEL PARA FIXACAO",Sem Categoria,Outros,10893,Refletor Redondo em Alumínio,24.0,Patos,PB,"2023-12-29"
POSTE DE CONCRETO DE 300K - 9 METROS,Aduela de Concreto,Infraestrutura,10894,Postes de concreto,2.0,Rio de Janeiro,RJ,"2023-12-29"
"Canaleta 0,50 x 1 m comprimento para água fluvial",Sem Categoria,Outros,10895,Canaletas de concreto,15.0,Várzea Paulista,SP,"2023-12-29"
"cavalete de andaime 1,50x1,00",Sem Categoria,Outros,10896,Aluguel de Equipamentos,200.0,São Roque,SP,"2023-12-29"
Plataforma,maquinas pesadas,Infraestrutura,10896,Aluguel de Equipamentos,40.0,São Roque,SP,"2023-12-29"
sapata regulável,Sem Categoria,Outros,10896,Aluguel de Equipamentos,20.0,São Roque,SP,"2023-12-29"
viga sanduíche de 1m,Sem Categoria,Outros,10896,Aluguel de Equipamentos,280.0,São Roque,SP,"2023-12-29"
Agulha para travamento de viga sanduíche 60cm c/ 2 porca p/ agulha,Sem Categoria,Outros,10896,Aluguel de Equipamentos,280.0,São Roque,SP,"2023-12-29"
"Tubo de concreto simples p.b. p/ água pluvial classe PS1 - 0,40x1,50m.l.",Aduela de Concreto,Infraestrutura,10897,Manilha de Concreto,70.0,Mairinque,SP,"2023-12-29"
Telhas Galvalumes Trapezoidal Termoacústica,Telhas,Construção Civil,10898,Teste de criação janeiro2024,1.0,,,"2024-01-02"
Poste cônico continuo aço galvanizado reto flangeado 6m,Poste Metálico,Infraestrutura,10899,Poste cônico continuo aço galvanizado,1.0,Canoas,RS,"2024-01-03"
"CHUMBADOR CH2 5/8"" X 500 GALVANIZADO A FOGO",Poste Metálico,Infraestrutura,10899,Poste cônico continuo aço galvanizado,4.0,Canoas,RS,"2024-01-03"
"Chapa antiderrapante ; AC SAE1010 ; padrão NBR 16538 ; xadrez ; diagonal ; esp.6,35mm (1/4pol) ; larg.1000mm x comp.2000mm",Barras e tubos INOX,Ferragens,10900,Cotacao EE 24010015,16.0,Niterói,RJ,"2024-01-03"
"Cantoneira de aço Cantoneira NBR 15980 L - PERFIL ""L"" ABAS IGUAIS 2 1/2""x 2 1/2"" x 1/4"" , AÇO CARBONO , ASTM A 36",Barras e tubos INOX,Ferragens,10900,Cotacao EE 24010015,40.0,Niterói,RJ,"2024-01-03"
Pedregulho ; lavado ; Granulometria 4 a 8mm ; isento de material orgânico ; isento de solo vegetal ; não iodado ; a granel ; exig. de certif. de qualidade ;,"Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,10901,Cotação - PEDREGULHOS - Lic,8.05,Ipojuca,PE,"2024-01-03"
Pedregulho ; p/construção-NBR 11806 ; brita n° 3/8 - 25% ; Granulometria 3 a 6mm ; a granel ; ,"Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,10901,Cotação - PEDREGULHOS - Lic,8.05,Ipojuca,PE,"2024-01-03"
"Pedregulho ; lavado e peneirado ; p/filtração-NBR 11799 ; Granulometria 12,7 a 19 mm (1/2"" a 3/4"") ; saco de 25Kg","Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,10901,Cotação - PEDREGULHOS - Lic,12.08,Ipojuca,PE,"2024-01-03"
"Chapa antiderrapante ; AC SAE1010 ; padrão NBR 16538 ; xadrez ; diagonal ; esp.6,35mm (1/4pol) ; larg.1000mm x comp.2000mm ;",Chapa em alumínio,Ferragens,10902,SOLICITAÇÃO ORÇAMENTO COMPRA DESCENTRALIZADA,16.0,Macaé,RJ,"2024-01-03"
MASTRO TELESCOPICO ACO GALV 9M,Para Raios e SPDA,Materiais Elétricos,10903,ORÇAMENTO URGENTE,5.0,Tatuí,SP,"2024-01-03"
ABRACADEIRA D PARAF ACO 1.1/2,Para Raios e SPDA,Materiais Elétricos,10903,ORÇAMENTO URGENTE,1.0,Tatuí,SP,"2024-01-03"
ABRACADEIRA BIP ACO 1,Para Raios e SPDA,Materiais Elétricos,10903,ORÇAMENTO URGENTE,1.0,Tatuí,SP,"2024-01-03"
PARA-RAIO CAPTOR FRANKLIN 300MM,Para Raios e SPDA,Materiais Elétricos,10903,ORÇAMENTO URGENTE,5.0,Tatuí,SP,"2024-01-03"
Cantoneira AC DN3''x1/4'' ASTM 36 - 6m,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,43.8,Serra,ES,"2024-01-03"
Curva 90° AC DN'' SCH 40,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,4.0,Serra,ES,"2024-01-03"
"Curva 90° DN16* Std, ralo longo ASTM A234 Gr",Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,1.0,Serra,ES,"2024-01-03"
Tubulação s/c DN1'' SCH 40 ASTM A 53,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,6.0,Serra,ES,"2024-01-03"
Tubo 16* c/c ASTM A234 SCH 30,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,93.13,Serra,ES,"2024-01-03"
Chapa ASTM A36 3/8* para fabricação de 04 colarinhos de 16*,Barras e tubos INOX,Ferragens,10904,TEREME - Engenharia - Material,2.0,Serra,ES,"2024-01-03"
Flanges sobreposto de 16* 150# ASTM A283,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,4.0,Serra,ES,"2024-01-03"
Flanges cego de DN16* 150# ASTM A283 Gr.C,Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,2.0,Serra,ES,"2024-01-03"
"Juntas circular plana p/flange FR, 16*, Classe 150/FR, ASME B16.1 - Borracha",Tubos e conexões industriais,Ferragens,10904,TEREME - Engenharia - Material,4.0,Serra,ES,"2024-01-03"
"Granalha de aço, angular (Grit), para jateamento, peneira 0,117 a 1,00 mm, (SAE G-40 a G-80)",Sem Categoria,Outros,10907,Granalha de aço,1.0,Chapecó,SC,"2024-01-07"
Poste reto com base e chumbadores 6000 mm,Sem Categoria,Outros,10908,Poste de aço reto,1.0,Canoas,RS,"2024-01-07"
tubo de concreto PS1 400mm,Aduela de Concreto,Infraestrutura,10909,Tubos de Concreto Para Forma de Pilar,48.0,São Leopoldo,RS,"2024-01-07"
Transformador a Óleo 300 kVA,Formas,Infraestrutura,10910,Transformador A Óleo,1.0,Araranguá,SC,"2024-01-07"
"KIT PORTA-PRONTA DE MADEIRA, FOLHA MÉDIA (NBR 15930) DE 700 X 210MM, DE 35MM A 40MM DE ESPESSURA, NÚCLEO SÓLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO, ITENS INCLUSOS: (MARCO, ALIZARES E DOBRADIÇAS) MONTAGEM E INSTALAÇÃO",Portas e esquadrias,"Portas, Janelas e Portões",10911,Orçamento para Portas de Madeira,1.0,São Paulo,SP,"2024-01-08"
"KIT PORTA-PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 210MM, DE 40MM A 45MM DE ESPESSURA, NÚCLEO SÓLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO, ITENS INCLUSOS: (MARCO, ALIZARES, DOBRADIÇAS E FECHADURA) MONTAGEM E INSTALAÇÃO",Portas e esquadrias,"Portas, Janelas e Portões",10911,Orçamento para Portas de Madeira,1.0,São Paulo,SP,"2024-01-08"
"KIT PORTA-PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 210MM, DE 40MM A 45MM DE ESPESSURA, NÚCLEO SÓLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO, (INCLUSO MARCO, ALIZARES, DOBRADIÇAS E FECHADURA EXTERNA)",Portas e esquadrias,"Portas, Janelas e Portões",10911,Orçamento para Portas de Madeira,1.0,São Paulo,SP,"2024-01-08"
